ID,Branch,City,Customer type,Productline,Unit_Price,Sales price,Quantity,TAX 5%,Total,Date,Time,Payment,cogs,Profit,Net of Tax profit,Gross Profit %,gross margin percentage,perc,Country,Hours,Age,Rating
124-31-1458,A,Yangon,Member,Electronic accessories,53.3253,79.59,3,11.9385,250.7085,M,14:30,Cash,159.9759,78.7941,66.8556,49%,1.57,16.00%,United Kingdom,morning,19,7
176-78-1170,C,Naypyitaw,Member,Health and beauty,16.2288,33.81,3,5.0715,106.5015,M,15:11,Ewallet,48.6864,52.7436,47.6721,108%,2.19,1.00%,United Kingdom,morning,52,7
361-59-0574,B,Mandalay,Member,Food and beverages,82.3823,90.53,8,36.212,760.452,M,14:48,Credit card,659.0584,65.1816,28.9696,10%,1.15,3.00%,United Kingdom,morning,40,7
101-81-4070,C,Naypyitaw,Member,Health and beauty,49.6278,62.82,2,6.282,131.922,M,12:36,Ewallet,99.2556,26.3844,20.1024,27%,1.33,29.00%,United Kingdom,morning,78,5
631-34-1880,C,Naypyitaw,Member,Food and beverages,22.3652,24.31,3,3.6465,76.5765,M,19:09,Credit card,67.0956,5.8344,2.1879,9%,1.14,37.00%,United Kingdom,morning,68,4
852-82-2749,A,Yangon,Normal,Food and beverages,58.7769,64.59,4,12.918,271.278,M,13:35,Ewallet,235.1076,23.2524,10.3344,10%,1.15,24.00%,United Kingdom,morning,29,9
873-14-6353,A,Yangon,Member,Food and beverages,25.3164,24.82,7,8.687,182.427,M,10:33,Credit card,177.2148,-3.4748,-12.1618,-2%,1.03,13.00%,United Kingdom,morning,46,7
584-66-4073,C,Naypyitaw,Normal,Fashion accessories,28.815,56.5,1,2.825,59.325,M,15:45,Ewallet,28.815,27.685,24.86,96%,2.06,44.00%,United Kingdom,morning,35,10
544-55-9589,B,Mandalay,Member,Electronic accessories,17.3583,21.43,10,10.715,225.015,M,11:51,Cash,173.583,40.717,30.002,23%,1.30,36.00%,United Kingdom,morning,24,6
166-19-2553,A,Yangon,Member,Food and beverages,81.0446,89.06,6,26.718,561.078,J,17:26,Cash,486.2676,48.0924,21.3744,10%,1.15,29.00%,United Kingdom,morning,29,10
737-88-5876,A,Yangon,Member,Home and lifestyle,16.303,23.29,4,4.658,97.818,J,11:52,Credit card,65.212,27.948,23.29,43%,1.50,40.00%,United Kingdom,morning,36,6
154-87-7367,C,Naypyitaw,Normal,Home and lifestyle,52.208,65.26,8,26.104,548.184,J,14:04,Ewallet,417.664,104.416,78.312,25%,1.31,43.00%,United Kingdom,morning,51,6
885-56-0389,C,Naypyitaw,Member,Fashion accessories,30.8865,52.35,1,2.6175,54.9675,J,17:49,Cash,30.8865,21.4635,18.846,69%,1.78,20.00%,United Kingdom,morning,56,4
608-05-3804,B,Mandalay,Member,Electronic accessories,27.825,39.75,1,1.9875,41.7375,J,20:19,Cash,27.825,11.925,9.9375,43%,1.50,50.00%,United Kingdom,morning,15,6
448-61-3783,A,Yangon,Normal,Electronic accessories,68.4152,90.02,8,36.008,756.168,J,16:08,Credit card,547.3216,172.8384,136.8304,32%,1.38,13.00%,United Kingdom,morning,74,5
761-49-0439,B,Mandalay,Member,Electronic accessories,9.801,12.1,8,4.84,101.64,J,10:17,Ewallet,78.408,18.392,13.552,23%,1.30,13.00%,United Kingdom,morning,37,9
490-95-0021,B,Mandalay,Member,Food and beverages,28.5606,33.21,10,16.605,348.705,J,14:25,Ewallet,285.606,46.494,29.889,16%,1.22,34.00%,United Kingdom,morning,22,6
115-38-7388,C,Naypyitaw,Member,Fashion accessories,6.0062,10.18,8,4.072,85.512,J,12:51,Credit card,48.0496,33.3904,29.3184,69%,1.78,14.00%,United Kingdom,morning,51,10
311-13-6971,B,Mandalay,Member,Food and beverages,29.1109,31.99,10,15.995,335.895,J,15:18,Credit card,291.109,28.791,12.796,10%,1.15,10.00%,United Kingdom,morning,45,10
291-55-6563,A,Yangon,Member,Home and lifestyle,32.0106,34.42,6,10.326,216.846,J,12:45,Ewallet,192.0636,14.4564,4.1304,8%,1.13,16.00%,United Kingdom,morning,55,8
548-48-3156,A,Yangon,Member,Food and beverages,76.6728,83.34,2,8.334,175.014,J,13:37,Cash,153.3456,13.3344,5.0004,9%,1.14,8.00%,United Kingdom,morning,37,8
460-93-5834,A,Yangon,Normal,Food and beverages,41.4778,45.58,7,15.953,335.013,J,10:03,Cash,290.3446,28.7154,12.7624,10%,1.15,21.00%,United Kingdom,morning,48,5
325-89-4209,A,Yangon,Member,Food and beverages,80.868,87.9,1,4.395,92.295,J,19:42,Ewallet,80.868,7.032,2.637,9%,1.14,4.00%,United Kingdom,morning,54,7
884-80-6021,A,Yangon,Member,Electronic accessories,53.6331,73.47,10,36.735,771.435,J,13:14,Ewallet,536.331,198.369,161.634,37%,1.44,31.00%,United Kingdom,morning,44,10
137-74-8729,C,Naypyitaw,Normal,Fashion accessories,6.4607,12.19,8,4.876,102.396,J,12:47,Ewallet,51.6856,45.8344,40.9584,89%,1.98,49.00%,United Kingdom,morning,24,7
880-46-5796,A,Yangon,Member,Food and beverages,69.9972,76.92,10,38.46,807.66,J,19:53,Ewallet,699.972,69.228,30.768,10%,1.15,46.00%,United Kingdom,morning,53,6
389-70-2397,C,Naypyitaw,Normal,Health and beauty,61.0718,83.66,5,20.915,439.215,J,10:26,Cash,305.359,112.941,92.026,37%,1.44,-2.00%,United Kingdom,morning,31,7
114-35-5271,B,Mandalay,Normal,Electronic accessories,42.8534,57.91,8,23.164,486.444,J,15:06,Cash,342.8272,120.4528,97.2888,35%,1.42,29.00%,United Kingdom,morning,48,8
607-76-6216,C,Naypyitaw,Member,Fashion accessories,49.0197,92.49,5,23.1225,485.5725,J,16:35,Credit card,245.0985,217.3515,194.229,89%,1.98,37.00%,United Kingdom,morning,24,9
715-20-1673,B,Mandalay,Normal,Electronic accessories,23.8392,28.38,5,7.095,148.995,J,20:57,Cash,119.196,22.704,15.609,19%,1.25,15.00%,United Kingdom,morning,55,9
811-35-1094,B,Mandalay,Member,Electronic accessories,38.342,50.45,6,15.135,317.835,J,15:16,Credit card,230.052,72.648,57.513,32%,1.38,6.00%,United Kingdom,morning,33,9
699-88-1972,B,Mandalay,Normal,Health and beauty,46.6052,99.16,8,39.664,832.944,J,17:47,Credit card,372.8416,420.4384,380.7744,113%,2.23,17.00%,United Kingdom,morning,72,4
781-84-8059,C,Naypyitaw,Normal,Fashion accessories,34.6218,60.74,7,21.259,446.439,J,16:23,Ewallet,242.3526,182.8274,161.5684,75%,1.84,29.00%,United Kingdom,morning,56,5
409-49-6995,C,Naypyitaw,Member,Food and beverages,48.2154,47.27,6,14.181,297.801,J,10:17,Cash,289.2924,-5.6724,-19.8534,-2%,1.03,35.00%,United Kingdom,morning,45,9
725-54-0677,C,Naypyitaw,Member,Health and beauty,54.784,85.6,7,29.96,629.16,J,13:50,Cash,383.488,215.712,185.752,56%,1.64,30.00%,United Kingdom,morning,15,5
146-09-5432,A,Yangon,Member,Food and beverages,36.792,35.04,9,15.768,331.128,J,19:17,Ewallet,331.128,-15.768,-31.536,-5%,1.00,46.00%,United Kingdom,morning,53,5
377-79-7592,C,Naypyitaw,Member,Electronic accessories,33.63,44.84,9,20.178,423.738,J,14:00,Credit card,302.67,100.89,80.712,33%,1.40,12.00%,United Kingdom,morning,18,8
509-10-0516,B,Mandalay,Normal,Home and lifestyle,44.1312,45.97,4,9.194,193.074,J,12:02,Ewallet,176.5248,7.3552,-1.8388,4%,1.09,35.00%,United Kingdom,morning,15,5
595-94-9924,A,Yangon,Member,Health and beauty,18.3018,27.73,5,6.9325,145.5825,J,20:21,Credit card,91.509,47.141,40.2085,52%,1.59,23.00%,United Kingdom,morning,85,4
865-41-9075,A,Yangon,Normal,Food and beverages,11.6453,11.53,7,4.0355,84.7455,J,17:35,Cash,81.5171,-0.8071,-4.8426,-1%,1.04,29.00%,United Kingdom,morning,46,8
545-07-8534,C,Naypyitaw,Normal,Health and beauty,44.9064,58.32,2,5.832,122.472,J,12:42,Ewallet,89.8128,26.8272,20.9952,30%,1.36,33.00%,United Kingdom,morning,26,6
118-62-1812,C,Naypyitaw,Member,Home and lifestyle,68.9744,78.38,4,15.676,329.196,J,17:56,Cash,275.8976,37.6224,21.9464,14%,1.19,-4.00%,United Kingdom,morning,33,8
450-42-3339,C,Naypyitaw,Normal,Health and beauty,63.4575,84.61,10,42.305,888.405,J,18:58,Credit card,634.575,211.525,169.22,33%,1.40,38.00%,United Kingdom,morning,50,9
851-98-3555,B,Mandalay,Normal,Health and beauty,40.6112,82.88,5,20.72,435.12,J,14:08,Credit card,203.056,211.344,190.624,104%,2.14,8.00%,United Kingdom,morning,33,7
186-71-5196,A,Yangon,Member,Food and beverages,69.1998,79.54,2,7.954,167.034,J,16:30,Ewallet,138.3996,20.6804,12.7264,15%,1.21,31.00%,United Kingdom,morning,52,6
624-01-8356,B,Mandalay,Normal,Home and lifestyle,41.6585,49.01,10,24.505,514.605,J,10:44,Credit card,416.585,73.515,49.01,18%,1.24,5.00%,United Kingdom,morning,56,4
313-66-9943,B,Mandalay,Member,Food and beverages,29.733,29.15,3,4.3725,91.8225,J,20:29,Credit card,89.199,-1.749,-6.1215,-2%,1.03,33.00%,United Kingdom,morning,47,7
151-27-8496,C,Naypyitaw,Normal,Electronic accessories,48.8331,56.13,4,11.226,235.746,J,11:43,Ewallet,195.3324,29.1876,17.9616,15%,1.21,17.00%,United Kingdom,morning,30,9
453-33-6436,A,Yangon,Normal,Home and lifestyle,76.3584,93.12,8,37.248,782.208,J,10:09,Cash,610.8672,134.0928,96.8448,22%,1.28,32.00%,United Kingdom,morning,41,7
522-57-8364,A,Yangon,Member,Fashion accessories,26.1834,51.34,8,20.536,431.256,J,10:00,Ewallet,209.4672,201.2528,180.7168,96%,2.06,1.00%,United Kingdom,morning,53,8
459-45-2396,A,Yangon,Member,Food and beverages,91.632,99.6,3,14.94,313.74,J,18:45,Cash,274.896,23.904,8.964,9%,1.14,18.00%,United Kingdom,morning,43,6
717-96-4189,C,Naypyitaw,Normal,Electronic accessories,26.9724,35.49,6,10.647,223.587,J,12:40,Cash,161.8344,51.1056,40.4586,32%,1.38,11.00%,United Kingdom,morning,68,4
722-13-2115,C,Naypyitaw,Member,Food and beverages,38.9935,42.85,1,2.1425,44.9925,J,15:36,Credit card,38.9935,3.8565,1.714,10%,1.15,44.00%,United Kingdom,morning,20,9
749-81-8133,A,Yangon,Normal,Fashion accessories,54.9086,94.67,4,18.934,397.614,J,12:04,Cash,219.6344,159.0456,140.1116,72%,1.81,43.00%,United Kingdom,morning,48,7
777-67-2495,B,Mandalay,Normal,Home and lifestyle,50.3481,68.97,3,10.3455,217.2555,J,11:26,Ewallet,151.0443,55.8657,45.5202,37%,1.44,30.00%,United Kingdom,morning,49,9
636-98-3364,B,Mandalay,Member,Electronic accessories,21.5332,26.26,3,3.939,82.719,J,12:36,Ewallet,64.5996,14.1804,10.2414,22%,1.28,16.00%,United Kingdom,morning,24,6
246-55-6923,C,Naypyitaw,Member,Home and lifestyle,25.4109,35.79,9,16.1055,338.2155,J,15:06,Credit card,228.6981,93.4119,77.3064,41%,1.48,40.00%,United Kingdom,morning,40,5
181-82-6255,B,Mandalay,Normal,Home and lifestyle,15.3878,16.37,6,4.911,103.131,J,10:58,Cash,92.3268,5.8932,0.9822,6%,1.12,44.00%,United Kingdom,morning,52,7
838-02-1821,C,Naypyitaw,Member,Home and lifestyle,11.2024,12.73,2,1.273,26.733,J,12:10,Credit card,22.4048,3.0552,1.7822,14%,1.19,18.00%,United Kingdom,morning,23,5
887-42-0517,C,Naypyitaw,Normal,Food and beverages,75.6574,83.14,7,29.099,611.079,J,10:31,Credit card,529.6018,52.3782,23.2792,10%,1.15,5.00%,United Kingdom,morning,22,7
457-12-0244,C,Naypyitaw,Member,Food and beverages,32.0502,35.22,6,10.566,221.886,J,13:49,Ewallet,192.3012,19.0188,8.4528,10%,1.15,29.00%,United Kingdom,morning,25,7
226-34-0034,B,Mandalay,Normal,Electronic accessories,12.1264,13.78,4,2.756,57.876,J,11:10,Ewallet,48.5056,6.6144,3.8584,14%,1.19,39.00%,United Kingdom,morning,44,9
321-49-7382,B,Mandalay,Member,Food and beverages,80.3621,88.31,1,4.4155,92.7255,J,17:38,Credit card,80.3621,7.9479,3.5324,10%,1.15,34.00%,United Kingdom,morning,31,5
397-25-8725,A,Yangon,Member,Health and beauty,31.696,39.62,9,17.829,374.409,J,17:54,Credit card,285.264,71.316,53.487,25%,1.31,47.00%,United Kingdom,morning,44,7
431-66-2305,B,Mandalay,Normal,Electronic accessories,75.895,88.25,9,39.7125,833.9625,J,20:51,Credit card,683.055,111.195,71.4825,16%,1.22,32.00%,United Kingdom,morning,47,8
825-94-5922,B,Mandalay,Normal,Food and beverages,23.0321,25.31,2,2.531,53.151,J,19:26,Ewallet,46.0642,4.5558,2.0248,10%,1.15,-1.00%,United Kingdom,morning,38,7
641-62-7288,B,Mandalay,Normal,Home and lifestyle,71.9424,99.92,6,29.976,629.496,J,13:33,Ewallet,431.6544,167.8656,137.8896,39%,1.46,-2.00%,United Kingdom,morning,42,7
756-93-1854,C,Naypyitaw,Member,Fashion accessories,41.675,83.35,2,8.335,175.035,J,14:05,Credit card,83.35,83.35,75.015,100%,2.10,37.00%,United Kingdom,morning,26,10
243-55-8457,A,Yangon,Normal,Food and beverages,76.6732,74.44,10,37.22,781.62,J,11:40,Ewallet,766.732,-22.332,-59.552,-3%,1.02,-3.00%,United Kingdom,morning,48,5
458-10-8612,C,Naypyitaw,Normal,Health and beauty,39.7296,64.08,7,22.428,470.988,J,12:27,Ewallet,278.1072,170.4528,148.0248,61%,1.69,9.00%,United Kingdom,morning,32,8
501-61-1753,B,Mandalay,Normal,Home and lifestyle,44.8365,63.15,6,18.945,397.845,A,20:24,Ewallet,269.019,109.881,90.936,41%,1.48,37.00%,United Kingdom,morning,28,10
235-06-8510,C,Naypyitaw,Member,Home and lifestyle,72.862,85.72,3,12.858,270.018,A,20:59,Ewallet,218.586,38.574,25.716,18%,1.24,46.00%,United Kingdom,morning,28,5
433-08-7822,C,Naypyitaw,Normal,Health and beauty,62.3231,78.89,7,27.6115,579.8415,A,19:48,Ewallet,436.2617,115.9683,88.3568,27%,1.33,-3.00%,United Kingdom,morning,36,8
361-85-2571,A,Yangon,Normal,Food and beverages,81.4268,89.48,5,22.37,469.77,A,10:18,Cash,407.134,40.266,17.896,10%,1.15,45.00%,United Kingdom,morning,30,7
131-70-8179,A,Yangon,Member,Health and beauty,47.8868,92.09,3,13.8135,290.0835,A,16:27,Cash,143.6604,132.6096,118.7961,92%,2.02,24.00%,United Kingdom,morning,44,4
500-02-2261,C,Naypyitaw,Normal,Food and beverages,47.5507,57.29,6,17.187,360.927,A,17:04,Ewallet,285.3042,58.4358,41.2488,20%,1.27,21.00%,United Kingdom,morning,21,6
720-72-2436,A,Yangon,Normal,Food and beverages,63.194,66.52,4,13.304,279.384,A,18:14,Ewallet,252.776,13.304,0,5%,1.11,22.00%,United Kingdom,morning,23,7
702-83-5291,C,Naypyitaw,Member,Fashion accessories,58.8938,99.82,9,44.919,943.299,A,10:43,Cash,530.0442,368.3358,323.4168,69%,1.78,36.00%,United Kingdom,morning,19,7
809-69-9497,A,Yangon,Normal,Home and lifestyle,41.112,45.68,10,22.84,479.64,A,19:30,Ewallet,411.12,45.68,22.84,11%,1.17,17.00%,United Kingdom,morning,32,6
449-16-6770,A,Yangon,Normal,Health and beauty,30.474,50.79,5,12.6975,266.6475,A,14:53,Credit card,152.37,101.58,88.8825,67%,1.75,30.00%,United Kingdom,morning,51,5
333-23-2632,A,Yangon,Member,Health and beauty,7.56,10.08,7,3.528,74.088,A,20:14,Cash,52.92,17.64,14.112,33%,1.40,0.00%,United Kingdom,morning,83,4
489-82-1237,A,Yangon,Normal,Electronic accessories,80.7368,93.88,7,32.858,690.018,A,11:51,Credit card,565.1576,92.0024,59.1444,16%,1.22,25.00%,United Kingdom,morning,46,7
859-97-6048,C,Naypyitaw,Member,Electronic accessories,57.29,84.25,2,8.425,176.925,A,14:13,Credit card,114.58,53.92,45.495,47%,1.54,39.00%,United Kingdom,morning,23,5
676-10-2200,B,Mandalay,Member,Fashion accessories,32.268,53.78,1,2.689,56.469,A,20:13,Ewallet,32.268,21.512,18.823,67%,1.75,-3.00%,United Kingdom,morning,73,5
373-88-1424,C,Naypyitaw,Member,Home and lifestyle,27.5737,35.81,5,8.9525,188.0025,A,18:44,Ewallet,137.8685,41.1815,32.229,30%,1.36,-3.00%,United Kingdom,morning,42,8
365-16-4334,B,Mandalay,Normal,Food and beverages,23.5227,26.43,8,10.572,222.012,A,14:26,Ewallet,188.1816,23.2584,12.6864,12%,1.18,-5.00%,United Kingdom,morning,37,9
503-21-4385,B,Mandalay,Member,Health and beauty,19.955,39.91,3,5.9865,125.7165,A,12:40,Ewallet,59.865,59.865,53.8785,100%,2.10,47.00%,United Kingdom,morning,37,9
305-89-2768,B,Mandalay,Member,Home and lifestyle,16.425,21.9,3,3.285,68.985,A,18:43,Ewallet,49.275,16.425,13.14,33%,1.40,12.00%,United Kingdom,morning,55,5
574-80-1489,B,Mandalay,Member,Food and beverages,57.1935,62.85,4,12.57,263.97,A,13:22,Ewallet,228.774,22.626,10.056,10%,1.15,-5.00%,United Kingdom,morning,52,9
784-08-0310,C,Naypyitaw,Member,Food and beverages,17.4632,21.04,4,4.208,88.368,A,13:58,Cash,69.8528,14.3072,10.0992,20%,1.27,4.00%,United Kingdom,morning,34,8
200-40-6154,B,Mandalay,Member,Home and lifestyle,54.0462,65.91,6,19.773,415.233,A,11:45,Cash,324.2772,71.1828,51.4098,22%,1.28,-5.00%,United Kingdom,morning,19,6
846-10-0341,A,Yangon,Normal,Fashion accessories,22.9878,42.57,7,14.8995,312.8895,A,11:51,Cash,160.9146,137.0754,122.1759,85%,1.94,22.00%,United Kingdom,morning,29,7
577-34-7579,C,Naypyitaw,Member,Food and beverages,42.9165,50.49,9,22.7205,477.1305,A,17:16,Cash,386.2485,68.1615,45.441,18%,1.24,33.00%,United Kingdom,morning,35,5
430-02-3888,B,Mandalay,Normal,Electronic accessories,38.6568,46.02,6,13.806,289.926,A,15:55,Cash,231.9408,44.1792,30.3732,19%,1.25,34.00%,United Kingdom,morning,37,7
867-47-1948,C,Naypyitaw,Normal,Home and lifestyle,11.692,15.8,10,7.9,165.9,A,12:07,Cash,116.92,41.08,33.18,35%,1.42,6.00%,United Kingdom,morning,15,8
384-59-6655,A,Yangon,Member,Food and beverages,82.8744,98.66,9,44.397,932.337,A,15:07,Cash,745.8696,142.0704,97.6734,19%,1.25,8.00%,United Kingdom,morning,28,8
256-58-3609,C,Naypyitaw,Member,Fashion accessories,48.7494,91.98,1,4.599,96.579,A,15:29,Cash,48.7494,43.2306,38.6316,89%,1.98,32.00%,United Kingdom,morning,29,10
324-92-3863,A,Yangon,Member,Electronic accessories,14.2052,20.89,2,2.089,43.869,A,18:45,Cash,28.4104,13.3696,11.2806,47%,1.54,8.00%,United Kingdom,morning,34,10
593-08-5916,A,Yangon,Normal,Fashion accessories,8.215,15.5,1,0.775,16.275,A,15:23,Credit card,8.215,7.285,6.51,89%,1.98,17.00%,United Kingdom,morning,40,7
364-34-2972,C,Naypyitaw,Member,Electronic accessories,79.3924,96.82,3,14.523,304.983,A,20:37,Cash,238.1772,52.2828,37.7598,22%,1.28,6.00%,United Kingdom,morning,55,7
794-42-3736,B,Mandalay,Normal,Food and beverages,29.6637,33.33,2,3.333,69.993,A,14:41,Credit card,59.3274,7.3326,3.9996,12%,1.18,-4.00%,United Kingdom,morning,23,6
172-42-8274,B,Mandalay,Normal,Electronic accessories,31.7641,38.27,2,3.827,80.367,S,18:18,Credit card,63.5282,13.0118,9.1848,20%,1.27,33.00%,United Kingdom,morning,42,6
558-60-5016,A,Yangon,Normal,Home and lifestyle,32.301,33.3,9,14.985,314.685,S,15:27,Ewallet,290.709,8.991,-5.994,3%,1.08,26.00%,United Kingdom,morning,50,7
195-06-0432,A,Yangon,Member,Home and lifestyle,64.808,81.01,3,12.1515,255.1815,S,12:55,Credit card,194.424,48.606,36.4545,25%,1.31,13.00%,United Kingdom,morning,54,9
605-03-2706,A,Yangon,Normal,Health and beauty,12.166,15.8,3,2.37,49.77,S,18:02,Cash,36.498,10.902,8.532,30%,1.36,11.00%,United Kingdom,morning,41,10
214-30-2776,B,Mandalay,Member,Electronic accessories,29.3165,34.49,5,8.6225,181.0725,S,19:44,Credit card,146.5825,25.8675,17.245,18%,1.24,1.00%,United Kingdom,morning,18,9
746-04-1077,B,Mandalay,Member,Food and beverages,84.63,84.63,10,42.315,888.615,S,11:36,Credit card,846.3,0,-42.315,0%,1.05,21.00%,United Kingdom,morning,51,9
448-34-8700,B,Mandalay,Member,Home and lifestyle,32.8499,36.91,7,12.9185,271.2885,S,13:51,Ewallet,229.9493,28.4207,15.5022,12%,1.18,41.00%,United Kingdom,morning,40,7
452-04-8808,B,Mandalay,Normal,Electronic accessories,73.1472,87.08,7,30.478,640.038,S,15:17,Cash,512.0304,97.5296,67.0516,19%,1.25,29.00%,United Kingdom,morning,26,6
531-56-4728,A,Yangon,Normal,Home and lifestyle,59.2592,80.08,3,12.012,252.252,S,15:29,Cash,177.7776,62.4624,50.4504,35%,1.42,34.00%,United Kingdom,morning,30,5
744-82-9138,C,Naypyitaw,Normal,Fashion accessories,51.678,86.13,2,8.613,180.873,S,17:59,Cash,103.356,68.904,60.291,67%,1.75,43.00%,United Kingdom,morning,19,8
883-69-1285,B,Mandalay,Member,Fashion accessories,25.9584,49.92,2,4.992,104.832,S,11:55,Credit card,51.9168,47.9232,42.9312,92%,2.02,40.00%,United Kingdom,morning,36,7
221-25-5073,A,Yangon,Normal,Food and beverages,64.2076,74.66,4,14.932,313.572,S,10:39,Cash,256.8304,41.8096,26.8776,16%,1.22,29.00%,United Kingdom,morning,47,9
518-71-6847,B,Mandalay,Member,Food and beverages,22.078,26.6,6,7.98,167.58,S,15:10,Ewallet,132.468,27.132,19.152,20%,1.27,48.00%,United Kingdom,morning,40,5
156-20-0370,B,Mandalay,Normal,Electronic accessories,20.1055,25.45,1,1.2725,26.7225,S,18:10,Credit card,20.1055,5.3445,4.072,27%,1.33,3.00%,United Kingdom,morning,35,5
151-33-7434,B,Mandalay,Normal,Food and beverages,69.8031,67.77,1,3.3885,71.1585,S,20:43,Credit card,69.8031,-2.0331,-5.4216,-3%,1.02,16.00%,United Kingdom,morning,46,7
728-47-9078,C,Naypyitaw,Member,Food and beverages,54.8228,59.59,4,11.918,250.278,S,12:46,Cash,219.2912,19.0688,7.1508,9%,1.14,20.00%,United Kingdom,morning,41,10
809-46-1866,A,Yangon,Normal,Health and beauty,26.1675,58.15,4,11.63,244.23,S,17:44,Cash,104.67,127.93,116.3,122%,2.33,15.00%,United Kingdom,morning,43,8
139-32-4183,A,Yangon,Member,Food and beverages,88.7068,97.48,9,43.866,921.186,S,14:19,Ewallet,798.3612,78.9588,35.0928,10%,1.15,33.00%,United Kingdom,morning,16,7
148-41-7930,C,Naypyitaw,Normal,Health and beauty,75.9696,99.96,7,34.986,734.706,S,10:33,Cash,531.7872,167.9328,132.9468,32%,1.38,4.00%,United Kingdom,morning,25,6
189-40-5216,C,Naypyitaw,Normal,Electronic accessories,82.8782,96.37,7,33.7295,708.3195,S,11:40,Cash,580.1474,94.4426,60.7131,16%,1.22,1.00%,United Kingdom,morning,21,6
374-38-5555,B,Mandalay,Normal,Fashion accessories,35.0405,63.71,5,15.9275,334.4775,J,19:30,Ewallet,175.2025,143.3475,127.42,82%,1.91,3.00%,United Kingdom,morning,41,9
764-44-8999,B,Mandalay,Normal,Health and beauty,8.5608,14.76,2,1.476,30.996,J,14:42,Ewallet,17.1216,12.3984,10.9224,72%,1.81,47.00%,United Kingdom,morning,40,4
552-44-5977,B,Mandalay,Member,Health and beauty,32.24,62,8,24.8,520.8,J,19:08,Credit card,257.92,238.08,213.28,92%,2.02,-2.00%,United Kingdom,morning,52,6
267-62-7380,C,Naypyitaw,Member,Electronic accessories,64.2252,82.34,10,41.17,864.57,J,19:12,Ewallet,642.252,181.148,139.978,28%,1.35,23.00%,United Kingdom,morning,76,4
430-53-4718,B,Mandalay,Member,Health and beauty,47.4831,75.37,8,30.148,633.108,J,15:46,Credit card,379.8648,223.0952,192.9472,59%,1.67,15.00%,United Kingdom,morning,26,8
886-18-2897,A,Yangon,Normal,Food and beverages,50.3384,56.56,5,14.14,296.94,J,19:06,Credit card,251.692,31.108,16.968,12%,1.18,20.00%,United Kingdom,morning,80,5
602-16-6955,B,Mandalay,Normal,Sports and travel,15.32,76.6,10,38.3,804.3,J,18:10,Ewallet,153.2,612.8,574.5,400%,5.25,30.00%,United Kingdom,morning,27,6
745-74-0715,A,Yangon,Normal,Electronic accessories,41.2013,58.03,2,5.803,121.863,J,20:46,Ewallet,82.4026,33.6574,27.8544,41%,1.48,40.00%,United Kingdom,morning,32,9
690-01-6631,B,Mandalay,Normal,Fashion accessories,9.6195,17.49,10,8.745,183.645,J,18:35,Ewallet,96.195,78.705,69.96,82%,1.91,43.00%,United Kingdom,morning,29,7
652-49-6720,C,Naypyitaw,Member,Electronic accessories,47.541,60.95,1,3.0475,63.9975,J,11:40,Ewallet,47.541,13.409,10.3615,28%,1.35,15.00%,United Kingdom,morning,26,6
233-67-5758,C,Naypyitaw,Normal,Health and beauty,36.7185,40.35,1,2.0175,42.3675,J,13:46,Ewallet,36.7185,3.6315,1.614,10%,1.15,21.00%,United Kingdom,morning,17,6
303-96-2227,B,Mandalay,Normal,Home and lifestyle,70.1136,97.38,10,48.69,1022.49,J,17:16,Ewallet,701.136,272.664,223.974,39%,1.46,1.00%,United Kingdom,morning,83,4
727-02-1313,A,Yangon,Member,Food and beverages,30.5664,31.84,1,1.592,33.432,J,13:22,Cash,30.5664,1.2736,-0.3184,4%,1.09,34.00%,United Kingdom,morning,51,8
347-56-2442,A,Yangon,Normal,Home and lifestyle,50.0232,65.82,1,3.291,69.111,J,15:33,Cash,50.0232,15.7968,12.5058,32%,1.38,-4.00%,United Kingdom,morning,78,4
849-09-3807,A,Yangon,Member,Fashion accessories,45.0534,88.34,7,30.919,649.299,J,13:28,Cash,315.3738,303.0062,272.0872,96%,2.06,38.00%,United Kingdom,morning,38,7
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
